,content,id,lat,location,lon,time,user,user_id
1453,"RT @EversourceMA: We have line, tree, &amp; service crews, ready to respond quickly to any power outages resulting from today’s ❄️ storm. Pleas…",971499793460744192,,"Burlington, MA USA",,2018-03-07 21:36:15,burlingtonpd,24546890
1456,Overturned tanker truck on I-190 at exit 4 in West Boylston. I'm filling in tonight for the lovely Maria S. -- Join… https://t.co/zZlpW9F5Vx,971499612459724800,,"Boston, MA",,2018-03-07 21:35:31,NicholeBerlie,18314973
1457,Waves crashed into oceanfront homes along Surfside Road in Scituate on Wednesday. Live updates on the storm:… https://t.co/tZ3YdQvJri,971499564560732160,,"Boston, MA",,2018-03-07 21:35:20,BostonGlobe,95431448
1459,Tot(e)ally over this snow/rain/sleet storm + ready for all things spring-y 🌷🌞 Getting the… https://t.co/Q7Jmfm5DQ8,971499435535536128,,"Boston, MA",,2018-03-07 21:34:49,kitchenandkraft,3544621877
146,"“It was a very intense and very difficult storm,” said Gerald Mee Jr,  superintendent of public works. ""It wasn’t a… https://t.co/KGMOMuQeC7",971768588821463040,,"Watertown, MA",,2018-03-08 15:24:20,watertowntab,18242076
1460,"Define ""storm"" https://t.co/DYYxMPbTwF",971499424378707968,,"Boston, MA",,2018-03-07 21:34:47,JohnAKeith,26380965
1461,Snow began to accumulate this afternoon in the parking lot of a Market Basket shopping plaza near downtown Fitchbur… https://t.co/XWlitqcphZ,971499291591233536,,"Boston, MA",,2018-03-07 21:34:15,BostonGlobe,95431448
1462,should I be expecting a snow storm? I got let down this morning.,971499266035388416,,in the ice cream aisle.,,2018-03-07 21:34:09,roadtozion,15929237
1463,The extraordinary athlete @nini_storm #oneweek100people2018 #inkies #people #inkpeople #inksketch #inksketches… https://t.co/VJck7KGzHs,971499215066161152,,"Boston, MA",,2018-03-07 21:33:57,BelleArtworks,262029727
1466,"@showupforthis The sound of thunder, grumbling in the distance. A cat's purr. Wind howling and whistling during a s… https://t.co/sbgg087V7n",971498820004663296,,"Boston, MA",,2018-03-07 21:32:22,gabby_writes,785266069942394880
147,@MamaComeau Nice stay safe and get ready for the next storm Monday,971768442008358912,,"Boston, MA",,2018-03-08 15:23:45,cdan871,4765727276
1474,"""3,046 flights were cancelled today"" https://t.co/S13XxoummL",971497239301550080,,"Everett, MA",,2018-03-07 21:26:06,BradHound,401107039
1478,RT @TerryWBZ: Winter storm watch has been posted by @NWSBoston from Wednesday AM through Thursday AM https://t.co/jRUHv9JlXy,971497145000972288,,Western Mass,,2018-03-07 21:25:43,EHKCK,60882708
148,"Mayor Walsh: No Space Saver Rule In Effect, So 'Respect Each Other' https://t.co/g24S9qyP3Y https://t.co/bXIOGDtDYS",971768361326645248,,"Boston, MA",,2018-03-08 15:23:26,TheBull1017,2565327282
1480,Tanker overturns during storm in Worcester #WCVB https://t.co/ngmB4wVhbF,971497079163031552,,"Boston, MA",,2018-03-07 21:25:27,AtwaterWCVB,14769187
1481,So glad I worked from home today to avoid the torrential snow storm!!!!! #nosnowday,971497002767933440,,"Boston, MA",,2018-03-07 21:25:09,claudiartate,853017015044505600
1482,@north_andover  Will there be any delay in trash/recycling pickup on Thursday March 8 due to Winter Storm Quinn?,971496930072293376,,"Boston, MA",,2018-03-07 21:24:52,yogabirdy,181363552
1485,@HeartEyes4Brady @jerm_26 I hate the fact that they keep increasing the totals as the day goes on.....It's remindin… https://t.co/3FkMo9RHse,971496729966272512,,"Boston, MA",,2018-03-07 21:24:04,JLeClair_,1365944082
1486,"This storm is weird, how this a nor'easter? its not even sticking to the ground. #stormemma2018",971496579269058560,,"Boston, MA",,2018-03-07 21:23:28,spcspcwriter,910171155922898944
149,"SCHEDULE UPDATE:  Due to the aftermath of Winter Storm Quinn, today’s 4pm class and scheduled privates are... https://t.co/i1Com1VfsA",971767377678471168,,"Boston, MA",,2018-03-08 15:19:32,WahLumBoston,111224789
1494,RT @S_SConsulting01: Happy Wednesday everyone! Be careful out there if you're affected by the latest winter storm which we're facing here i…,971495530101641216,,"Massachusetts, USA",,2018-03-07 21:19:18,Belladonna1952,921550993048920064
1495,At the @MassDOT Highway Operations Center personnel are monitoring roadway conditions and coordinating storm respon… https://t.co/2E1J2IgoY1,971495416104652800,,"Boston, MA",,2018-03-07 21:18:51,pmarvin123,2516570035
1496,RT @WCVB: Getting soaked! @ShaunWCVB tells us he couldn't remain near this sea wall in #Scituate after he recorded this video. #noreaster #…,971495374023217152,,"Massachusetts, USA",,2018-03-07 21:18:41,Belladonna1952,921550993048920064
15,"Of course the flip side of this is ""Democrats suddenly discover that adultery is a BAD thing.""

Republicans flee th… https://t.co/wJ5azkiMIA",971803913694466048,,"Boston, MA",,2018-03-08 17:44:42,IAMMGraham,19550464
1500,Why are Broadway shows sooo expensive today!? People should be more rational and stay in when there is a winter storm advisory.,971495100617502720,,"Boston, MA",,2018-03-07 21:17:36,phamalama,78792599
1501,After the Storm: Building our green and clean energy future (Guest viewpoint) https://t.co/g8Xp6GsbBK,971495026038595584,,"Boston, MA",,2018-03-07 21:17:18,joelwool,252616262
1503,Track the storm with our interactive radar! --&gt; https://t.co/CqzYDUH7YW https://t.co/jv08OcOmEs,971494814696005632,,"Boston, MA",,2018-03-07 21:16:27,NECN,9907172
1507,"RT @theurbanologist: Good morning from Boston.

There's a substantial storm enveloping the city &amp; it's worth noting that a prominent real e…",971494277955112960,,"Massachusetts, USA",,2018-03-07 21:14:20,Belladonna1952,921550993048920064
1512,To say the least. LA sending their ILB into a literal and proverbial storm in NY and Seattle making sure that Benne… https://t.co/pvkc83XjkN,971493633672310784,,"Boston, MA",,2018-03-07 21:11:46,Mike_Champagne,202321766
1514,After much back and forth with the folks @LibraryWinthrop we decided to postpone my #mystery #reading #author event… https://t.co/b12zLRcY3o,971493586360586240,,"Somerville, MA",,2018-03-07 21:11:35,Clea_Simon,21224356
1515,Weird storm. https://t.co/7NiTiwgNwQ,971493370005803008,,"Boston, MA",,2018-03-07 21:10:43,bygregryan,284239236
1518,"I am going to teach all you beta soy boys how to bake a cake like an @AbsoluteSavages !!! Yeah, I said cake. PAY AT… https://t.co/DyP1r1tAAH",971493119853318144,,"Boston, MA",,2018-03-07 21:09:43,VanillaGorillaD,1266889945
152,MassDOT Winter Storm Advisory https://t.co/jvbnG5R4zU,971766860017471488,,"Boston, MA",,2018-03-08 15:17:28,boston_informer,297957512
1523,"RT @Mean_Adam: There are dozens of social issues that need our attention. As long as Republicans are in control, issues like the climate ch…",971492204597432320,,the Earth,,2018-03-07 21:06:05,gemma_storm,900954205246050304
1526,"@BostonTweet: A Winter Storm Warning is now in effect for Boston with ~6-10"" of heavy wet snow expected. Most of the accumulation will oc...",971491869237559296,,"Boston, MA",,2018-03-07 21:04:45,Sarahhhhh_V,24220584
153,@chelseahandler LOL!  This storm will not pass any time soon!,971766836097318912,,"Boston, MA",,2018-03-08 15:17:22,CrazyS,21422192
1531,"Winter Storm Quinn is coming... BRACE YOURSELF!
(Aloy is ready!)
Photography by Vander the Generalist
Tier 2 Wig by… https://t.co/D5MzAQoaE6",971491345419395072,,"Boston, MA",,2018-03-07 21:02:40,minkthesatyr,1092061754
1533,"Just walked by two people wearing shorts during a storm advisory. New England, WHY.",971491246811250688,,"Cambridge, MA",,2018-03-07 21:02:17,marcetanya,2212685790
1535,Hahah I went into work to show Work I cared and was willing to brace the storm and all it did was fucking drizzle a… https://t.co/gghXql2Ue1,971491003642335232,,"durham, nh",,2018-03-07 21:01:19,getbuckjc,540899858
154,"Due to the messy snow storm &amp; clean-up, all Landry's stores will OPEN later than usual today, Thu, March 8. We sugg… https://t.co/QmXYep8361",971766663145295872,,"Boston, MA",,2018-03-08 15:16:41,LandrysBicycles,98760509
1546,"A Winter Storm Warning is now in effect for Boston with ~6-10"" of heavy wet snow expected. Most of the accumulation… https://t.co/VmxJExuWDY",971489876096012288,,"Boston, MA",,2018-03-07 20:56:50,BostonTweet,17531205
1550,RT @handle_w_care: Best of luck for whatever the next storm brings - we got this. https://t.co/6U2Sm4xeEA,971488632770125824,,"Boston, MA",,2018-03-07 20:51:54,__ohhnaanaa,738357733066440704
1551,RT @GlobeHayleyK: Latest storm forecast calls for up to 10 inches of snow in Boston https://t.co/zYbk7Tdm7E via @BostonGlobe #noreaster #Bo…,971488219861790720,,"Boston, MA",,2018-03-07 20:50:15,BostonGlobeMag,210667042
1552,What a difference an hour makes! Fitchburg snow storm Massachusetts https://t.co/70fpz1gHux,971487982782906368,,"Boston, MA",,2018-03-07 20:49:19,Boston_CP,70291924
1554,Wachusett Mountain Ski Area Relishing Wednesday's Forecast https://t.co/4bEQMhjdkg https://t.co/dYOhRfzcwF,971487743078551552,,"Boston, MA",,2018-03-07 20:48:21,wbznewsradio,26513255
1556,"It’s literally the calm before the storm! ❄️

We’re putting the finishing touches on the room for the 78th Annual R… https://t.co/EqIzUp4OK6",971487578464686080,,"Boston, MA",,2018-03-07 20:47:42,MCPHS,15754264
1557,Is there a drearier weather phenomenon than a snow storm that turns out to be just cold rain? No. There is not.,971486844289503232,,"Cambridge, MA",,2018-03-07 20:44:47,molly_coleman,452369118
156,"Did the storm knock out your power? You can watch our programming, including coverage of the storm, on our free app… https://t.co/NV09zi2c14",971766515744768000,,"Boston, MA",,2018-03-08 15:16:06,NBC10Boston,4746090250
1561,Picked up LO early d/t storm. He only wants to watch the Truck Tunes tow truck video 😞,971486439241330688,,"Somerville, MA",,2018-03-07 20:43:11,justphoenix,17466475
1565,"Now we're under a winter-storm warning, could get 4-6, maybe even 10 inches in the Boston area. We feel like the pe… https://t.co/MPab0iHwe8",971486214137307136,,"Boston, MA",,2018-03-07 20:42:17,universalhub,12705772
1568,"POWER OUTAGES:  Starting to go back up again - well before the heart of the storm.  Now over 4,600 statewide, prima… https://t.co/FxPbigTRrh",971485630361489408,,"Boston, MA",,2018-03-07 20:39:58,wbz,16334139
157,My babygirl is wearing her favorite storm trooper tshirt and begging me to paint her nails...she gets what she gets… https://t.co/EeHvPrCs9U,971766501337333760,,"Boston, MA",,2018-03-08 15:16:03,CorkyMcQue,958075632285573120
1571,Wachusett Mountain Ski Area Relishing Wednesday's Forecast https://t.co/lvUfzk6JBg https://t.co/SCUhGVb1Uf,971484765525282816,,"Boston, MA",,2018-03-07 20:36:32,Kiss108,19667589
1572,this snow storm is super bad... hope we don't lose power.,971484170710061056,,"Boston, MA",,2018-03-07 20:34:10,MikePanoots,59594931
1577,Some storm we got eh,971483615296147456,,"Boston, MA",,2018-03-07 20:31:57,_GeoffDunn,1344994508
1578,@C_GraceT I have never cooked during a snow storm. I don't believe any person does.,971483427894685696,,"Boston, MA",,2018-03-07 20:31:13,goodmaggie,19844711
1579,"Winter storm warning until 1pm TOMORROW? 

Aww shucks... guess I can’t go to the gym...

...might as well drink thi… https://t.co/KhiN0bzdbV",971483369526779904,,"Boston, MA",,2018-03-07 20:30:59,LaydeeTraceY,23507843
158,"#MAsnow crews at 10am total 2,706 continuing to clear state roadways. Roads are wet to slush, snow-covered.… https://t.co/Em57J0ihmL",971766389261381632,,"Boston, MA",,2018-03-08 15:15:36,MassDOT,23595586
1580,Latest storm forecast calls for up to 10 inches of snow in Boston https://t.co/zYbk7Tdm7E via @BostonGlobe… https://t.co/dWMI2hIt9Q,971482940382351360,,"Boston, MA",,2018-03-07 20:29:16,GlobeHayleyK,318510630
1582,"Items I have wanted during a snow storm: 
Various cheeses 
Pasta, sometimes? 
Wine 
Cookie Dough? A Cake? idk

Item… https://t.co/4HxygTBysS",971482684135440384,,"Somerville, MA",,2018-03-07 20:28:15,C_GraceT,23807818
1583,"I understand weather people are inaccurate, but don’t start saying “wow, what a storm” when you wake up to clear we… https://t.co/kGHvMqXfVF",971482575750549504,,"Boston, MA",,2018-03-07 20:27:49,Morello617,74265938
1584,RT @waaf: Should we be calling this storm another Bomb Genesis? What about... SNOWLERO! This and more in today's best Hill-Mail Messages! -…,971482569333248000,,"Worcester, MA",,2018-03-07 20:27:48,MikeHsuAAF,19614512
1586,@ NYC you okay there with the Thundersnow storm? 🌨⚡️ wicked insane,971482326273286144,,"Boston, MA",,2018-03-07 20:26:50,PetiteNikk,1473825152
1589,RT @WCVB: What a difference an hour makes! #Fitchburg #snow #storm #Massachusetts https://t.co/gm7LCrm3fR,971482053740056576,,,,2018-03-07 20:25:45,bulldogjohn33,3066524219
159,"@pixmaven @joshgondelman I was more frustrated because the storm was hard to predict. 1"" to 10""",971766158146920448,,"Boston, MA",,2018-03-08 15:14:41,Heygirlfield,554460614
1590,What a difference an hour makes! #Fitchburg #snow #storm #Massachusetts https://t.co/gm7LCrm3fR,971482000656883712,,"Boston, MA",,2018-03-07 20:25:32,WCVB,21419504
1592,"Hello @MassAGO. AT&amp;T @ATTCares left me w/o voicemail since before the storm last Friday. I'm disabled, live in Ware… https://t.co/rwwZJBJu9x",971481919295717376,,"Boston, MA",,2018-03-07 20:25:13,BostonPhotoGuy,93880117
1598,RT @tapestryboston: We'll be damned if a little winter storm warning's gonna stop us from being #openinbos tonight.… https://t.co/B0kHGQEf1e,971481441623298048,,"Boston, MA",,2018-03-07 20:23:19,allenthomasfinn,3401235567
1599,"@PuppyDoeFilm Still waiting on whether this storm will impact tomorrow. If you get word first, please let me know.",971481384756895744,,"Boston, MA",,2018-03-07 20:23:06,Feisdancer,1392566808
16,Harvard Sailing Club Barge Takes On Water https://t.co/v4nyX5h5Dr https://t.co/p5FTcDKjH3,971803332707790848,,"Boston, MA",,2018-03-08 17:42:24,JAMN945,19669694
160,"There’s a storm coming. Well, not really. It already came, but this weeks  Throwback Thursday Things 80’s Edition i… https://t.co/pywQWkHs6H",971766028114984960,,"Everett, MA",,2018-03-08 15:14:10,Jonnybillions,875509333936799744
1602,Another nor’easter is hitting the South Shore. We’re live on @boston25 starting at 4 with how the coastline is hold… https://t.co/gEtfq3bXW9,971481097363247104,,"Boston, MA",,2018-03-07 20:21:57,rgoulston,66544413
1603,I will drink to this! Remains of Roman aqueduct uncovered in Spain after Storm Emma' | via @telegraph https://t.co/m8qu9muIje,971481035232997376,,"Boston, MA",,2018-03-07 20:21:42,DLGenealogist,36499156
1604,"RT @SarahFRobinson: The Arctic is warming as a result of climate change, and that appears to be weakening the jet stream, which tends to ho…",971481001447829504,,New York,,2018-03-07 20:21:34,Taimur_T_Malik,328554657
1605,"Call Wellesley Plumbing. They'll see you right through this storm. 😛
#Snowstorm2018 #plumber https://t.co/6l8AYxrY4s",971480878919626752,,"Boston, MA",,2018-03-07 20:21:05,Key2MyArt,401688641
1606,Winter Storm Warning issued March 07 at 3:12PM EST until March 08 at 7:00PM EST by NWS https://t.co/jndDvJVBrR,971480876147138560,,"Boston, MA",,2018-03-07 20:21:04,MAEmergencyPrep,2291660443
1607,"@frankiemacd Hey Frankie, big snow storm hitting Boston.",971480815149441024,,"Boston, MA",,2018-03-07 20:20:50,SULLY130EighT,354392257
1610,A reminder to Massachusetts residents: Leave the seals alone! https://t.co/sf7TjvBxM5 https://t.co/hXeGMP5228,971480712414187520,,"Boston, MA",,2018-03-07 20:20:25,MetroBOS,183750912
1611,"@costello_kara The storm track can shift pretty quickly, especially with this storm, which had very low snow totals… https://t.co/YzGINDDcIq",971480422252273664,,"Boston, MA",,2018-03-07 20:19:16,cparish7News,3385005315
1617,Does the snow in the vicinity just mess with these NC teams? The Duke upset in Chestnut Hill was during a snow stor… https://t.co/ZvSDcAz2el,971479771854069760,,"Boston, MA",,2018-03-07 20:16:41,bcinterruption,39628590
1620,We'll be damned if a little winter storm warning's gonna stop us from being #openinbos tonight.… https://t.co/B0kHGQEf1e,971479689951956992,,"Boston, MA",,2018-03-07 20:16:21,tapestryboston,780805859777445888
1621,This #noreaster is intensifying. Take note of the subsidence underway near the center of the storm off the coast of… https://t.co/wTqtK7Rz4y,971479654791032832,,"Boston, MA",,2018-03-07 20:16:13,MJVentrice,1710881768
1623,@CaptainZep the storm's not even here yet I'm mostly just confused!,971479119878860800,,"Boston, MA",,2018-03-07 20:14:06,nickisnixed,2776221
1624,RT @Jung_Carrie: On storm coverage for @WBUR and reporting from Worcester today. Downtown is a quiet place this afternoon but the main bran…,971478927498776576,,"Cambridge, MA",,2018-03-07 20:13:20,jmlarkin,24745046
1625,we just lost power and the storm isn't even here yet wth,971478899375984640,,"Boston, MA",,2018-03-07 20:13:13,nickisnixed,2776221
1627,"@growingwisdom .@growingwisdom: ""All of this does happen tonight, for the most part... this is basically an overnight storm.""",971478078110224384,,"Boston, MA",,2018-03-07 20:09:57,RadioBoston,14800298
163,@ChelsMastaFlex Another storm coming Monday..,971765743963508736,,"Boston, MA",,2018-03-08 15:13:02,Just1010,107131974
1630,Wachusett Mountain Ski Area Relishing Wednesday's Forecast https://t.co/mr0rqbLSiC https://t.co/g5UU8diM9E,971477617592492032,,"Boston, MA",,2018-03-07 20:08:07,wzlx,19079788
1632,@llchristyll @CRWDietrich @FordhamHistory @vanessahistory @jamiemartin2 Weather pending. Feels weird to have my pas… https://t.co/blqDUGt6r9,971477472607965184,,"Cambridge, MA",,2018-03-07 20:07:33,zeithistoriker,292640545
1633,🍀☃️🍀 Come get Snow Capped today at antainboston &amp; stay warm during the storm! 😎 I'm only here… https://t.co/Fo88vkVCrp,971477456053063680,-71.05313,"Lynn Lynn, City of Sin",42.35824,2018-03-07 20:07:29,harleychic247,121924520
1634,Snow totals have been nudged up in some areas and the winter storm warning has been expanded to cover Boston. Lates… https://t.co/CbAXT2RSpb,971477227090202624,,"Boston, MA",,2018-03-07 20:06:34,Boston_CP,70291924
1635,So much for a storm,971477193435041792,,"Boston, MA",,2018-03-07 20:06:26,helinag_,1205672060
1637,"RT @WBUR: An update from @growingwisdom on today's storm, including how total snowfall could shift depending on how the storm tracks: https…",971476948521312256,,"Boston, MA",,2018-03-07 20:05:28,gogreenster,231548217
1638,A good compliance office watches the games at home. A #GreatComplianceOffice chaperones  the spirit squad and is su… https://t.co/HbXvcJVxS3,971476838852722688,,"Boston, MA",,2018-03-07 20:05:02,ComplianceNU,339101439
164,".@ShiriSpear is still tracking the storm for you. We stay LOCAL.

@boston25 Morning News has extended our storm cov… https://t.co/qwwUfmS3bS",971765691979390976,,"Boston, MA",,2018-03-08 15:12:50,boston25,19665244
1646,Winter storm Quinn has started slowly moving into Cambridge. A bit later than today's earlier forecasts.,971476248768720896,,"Cambridge, MA",,2018-03-07 20:02:41,meangrape,336113
1649,Since when does it cost upwards of $100 to ship a book (just ⅔lb) overnight to a state downcoast? When I worked at… https://t.co/wq2bouyedl,971476158100529152,,"Boston, MA",,2018-03-07 20:02:19,CoryBlamire,145539668
165,"Many have yet to dig out of the current storm, but a third nor’easter in two weeks could be on the way https://t.co/kqDzuS5BUa",971765602581966848,,"Boston, MA",,2018-03-08 15:12:28,NBC10Boston,4746090250
1650,"☔️☔️☔️🍰🍰🍰 Storm supplies, CHECK! Now we’re ready for the next nor’easter. (Thank you, @flourbakerycafe + @jbchang!)… https://t.co/Bq5ZIpEChg",971476092711329792,,"Boston, MA",,2018-03-07 20:02:04,thehungrymouse,16696981
1652,"RT @jenyp: Taking driftwood to the next level. This large tree washed ashore at North Hampton, NH parking lot. #Boston25 #weather #storm ht…",971476037791043584,,"Boston, MA",,2018-03-07 20:01:51,boston25,19665244
1654,When it’s 1 v 4 in Fortnite and ur outta resources with the storm at your back https://t.co/3ixheLUTLz,971475961010163712,,"Boston, MA",,2018-03-07 20:01:32,TimmerOh,303550714
1655,Medication before the Storm https://t.co/dCMTjFTJCT,971475840054845440,,"Boston, MA",,2018-03-07 20:01:04,Hasher420,208746726
1656,We are a couple weeks following our Sudden Stratospheric Warming and the slow downward propagating of anomalous war… https://t.co/oW6DFYQ3NP,971475839031414784,,"Boston, MA",,2018-03-07 20:01:03,MJVentrice,1710881768
1657,Should we be calling this storm another Bomb Genesis? What about... SNOWLERO! This and more in today's best Hill-Ma… https://t.co/KiBxfQFifa,971475772480376832,,"Boston, MA",,2018-03-07 20:00:47,waaf,17789365
1659,"Taking driftwood to the next level. This large tree washed ashore at North Hampton, NH parking lot. #Boston25… https://t.co/qeg1bWrptb",971475689718329344,,"Boston, MA",,2018-03-07 20:00:28,jenyp,15732036
1660,RT @laurahazardowen: @Jonesieman ok i/nieman lab are intensely curious about the process of getting shruggie into the headline - https://t.…,971475600857878528,,"São Paulo, SP",,2018-03-07 20:00:07,marcelogfx,570255455
1661,"Had the night off, picked up a shift and hours later I found out there was a storm coming. #FML",971475519647731712,,"Boston, MA",,2018-03-07 19:59:47,Javii670,136147386
1662,Wachusett Mountain Ski Area Relishing Wednesday's Forecast https://t.co/8VkrVU0ly6 https://t.co/bjP3CqKTjY,971475278412226560,,"Boston, MA",,2018-03-07 19:58:50,TheBull1017,2565327282
1664,@abcronkhite Maybe its a confused transgender storm lol?,971474798370017280,,"Boston, MA",,2018-03-07 19:56:55,spcauthor,922537240537919488
1666,Wachusett Mountain Ski Area Relishing Wednesday's Forecast https://t.co/dqOrt8r6gz https://t.co/l4ilxHUtOm,971474643616960512,,"Boston, MA",,2018-03-07 19:56:18,977RnB,815975843314991104
1667,@AlmostShawn Stay safe. The storm is just starting now. They said thunder snow I can't wait!,971474415652352000,,"Chelsea, Ma",,2018-03-07 19:55:24,MechanicGurl04,37562591
167,.@KirkAndCallahan: @MutWEEI left his family stranded in the storm; Fans need to be more appreciative of athletes!!!… https://t.co/VWq99DABll,971765483627216896,,"Boston, MA",,2018-03-08 15:12:00,WEEI,17590505
1671,On storm coverage for @WBUR and reporting from Worcester today. Downtown is a quiet place this afternoon but the ma… https://t.co/ZnNxMtPJFd,971473651588616192,,"Boston, MA",,2018-03-07 19:52:22,Jung_Carrie,124226827
1674,Here's a good timeline of the Nor'Easter  https://t.co/7nwOjVuyeg,971473388190470144,,"Boston, MA",,2018-03-07 19:51:19,MikeLaCrosseWBZ,22873437
1675,"Going live in 5, big snow storm coming BlessRNG I don't lose power https://t.co/8u3vWnxnfw https://t.co/sxMS5UrEry",971473277142142976,,"Boston, MA",,2018-03-07 19:50:53,TheDethscythe,2403133063
1676,@ashleyerving I’m O+. I’m gonna try to go tomorrow if the storm coming tonight doesn’t suck 😤,971473255038111744,,"Boston, MA",,2018-03-07 19:50:47,beccajj,18605092
1677,Waves whipping up in Gloucester at Long Beach just ahead of high tide. The large rocks at the base of the seawall w… https://t.co/57SRpyjWX5,971473239779274752,,"Boston, MA",,2018-03-07 19:50:44,KenTucci,885279956
1679,"RT @beccajj: HEY friends of #Boston! Boston Children's Hospital is in IMMEDIATE need for #blooddonations. Due to last week's storm, there i…",971472945024585728,,michigan via tennessee,,2018-03-07 19:49:33,ashleyerving,16521070
168,"Mayor Walsh: No Space Saver Rule In Effect, So 'Respect Each Other' https://t.co/MCKlz8tLBO https://t.co/2mwqgHeT6f",971765193347878912,,"Boston, MA",,2018-03-08 15:10:51,977RnB,815975843314991104
1682,HEY friends of #Boston! Boston Children's Hospital is in IMMEDIATE need for #blooddonations. Due to last week's sto… https://t.co/bbhaWheUbs,971472789478805504,,"Boston, MA",,2018-03-07 19:48:56,beccajj,18605092
1685,"Deliveries thankfully came in time for the storm
☔️
☀️
📦
🤖
🍺
@nightshiftbeer finbackbrewery… https://t.co/Z4K6P7cWB8",971472603931168768,,"Somerville, MA",,2018-03-07 19:48:12,The_Wine_Cask,2294838120
1687,"The Arctic is warming as a result of climate change, and that appears to be weakening the jet stream, which tends t… https://t.co/yyGOpfwX5l",971472345541103616,,"Boston, MA",,2018-03-07 19:47:10,SarahFRobinson,21691233
1690,"RT @BosPublicMarket: Due to the impending storm, Food Trivia Night is CANCELED this evening. However, as of now the #BostonPublicMarket wil…",971472282265817088,,"Sudbury, MA",,2018-03-07 19:46:55,SienaFarms,961680124050591744
1691,Wachusett Mountain Ski Area Relishing Wednesday's Forecast https://t.co/ptuj3GMkkj,971472277245227008,,"Boston, MA",,2018-03-07 19:46:54,bostonevolution,1017877152
1692,Wachusett Mountain Ski Area Relishing Wednesday's Forecast https://t.co/8SBcrnYpcy https://t.co/G3Q321zOJl,971472268072235008,,"Boston, MA",,2018-03-07 19:46:52,JAMN945,19669694
1693,"Why Winter Storm Quinn, why?? You are not wanted or needed!!",971472156684111872,,"Boston, MA",,2018-03-07 19:46:25,CoachDMart5,1428750062
1699,Snow totals have been nudged up in some areas and the winter storm warning has been expanded to cover Boston. Lates… https://t.co/u8X1zVREw3,971471916740509696,,"Boston, MA",,2018-03-07 19:45:28,7News,16558796
17,Harvard Sailing Club Barge Takes On Water https://t.co/KSDTqfAaEX https://t.co/J2laqlvMQP,971802739524231168,,"Boston, MA",,2018-03-08 17:40:02,977RnB,815975843314991104
170,"RT @wzlx: Mayor Walsh: No Space Saver Rule In Effect, So 'Respect Each Other' https://t.co/N9VmjI13DZ https://t.co/kbKlLMv004",971765052834533376,,"Boston, MA",,2018-03-08 15:10:17,KennyYoungZLX,250315290
1700,"Updated snow forecast map. Heading to #Lexington for storm updates at 5, 5:30, 6 on #WBZ! https://t.co/LMPHXKDFZW",971471913221541888,,"Boston, MA",,2018-03-07 19:45:27,PamelaWBZ4,53809358
1702,"Court leaders have determined that all court locations in Hampden, Berkshire, Franklin, Hampshire and Worcester Cou… https://t.co/dCmtt6vPil",971471479945748480,,"Boston, MA",,2018-03-07 19:43:44,masslw,18335777
1707,Storm is a BUST @growingwisdom https://t.co/QPSW0f1Faa,971471059508658176,,Watertown,,2018-03-07 19:42:04,WildMeff,23029853
1708,"this storm seems pretty unpredictable. some outlets are saying Boston could just get one to five inches, while othe… https://t.co/oFU44AdX6s",971470899831549952,,"Boston, MA",,2018-03-07 19:41:26,lifewithkendal,1902482222
1710,Ready for #WinterStormQuinn? Please take your time walking around outside during the storm. More tips:… https://t.co/QVWJElL3zf,971470671778930688,,"Boston, MA",,2018-03-07 19:40:31,MassEyeAndEar,20617448
1715,@eleanortwood @ZackMooney @steph_foner Live look inside the @settiwarren campaign HQ/Boston's Storm Watch Center 90… https://t.co/oTfD1TnY9X,971469722364665856,,"Boston, MA",,2018-03-07 19:36:45,politicalhand,294843135
1716,The @wbz Mobile Weather Lab is heading out into the storm. Live team starting at 5 #WBZ https://t.co/VEc8pDjuNH,971469690794139648,,"Boston, MA",,2018-03-07 19:36:37,MikeLaCrosseWBZ,22873437
1717,"This beautiful satellite image, taken earlier today, shows the formation of our storm. ️ satellite earth… https://t.co/lDqd1ukg5x",971469389231992832,,"Boston, MA",,2018-03-07 19:35:26,Boston_CP,70291924
172,And here we go!! Overnight storm leaves thousands without power across Merrimack Valley #MaStorm… https://t.co/NQVVHP1e6D,971764562461675520,,"Boston, MA",,2018-03-08 15:08:20,spcspcwriter,910171155922898944
1720,"Here at @nationalgridus, we're prepared for worst but hoping for the best. We remain in full storm response mode, w… https://t.co/ffHq7wbZO1",971469161217118208,,"Boston, MA",,2018-03-07 19:34:31,shelbydohts,1531597218
1726,"Thanks to Winter Storm Quinn, I'll be there in virtual form! https://t.co/dgSQ2OGekI",971468420129656832,,"Boston, MA",,2018-03-07 19:31:35,roopikarisam,24075855
1727,Damage after last #noreaster - Plympton family says they just got power back &amp; now are worried about next storm… https://t.co/SJ5MYeWdg5,971468084547551232,,"Boston, MA",,2018-03-07 19:30:15,Michael7News,1137996006
1729,The nor'easter is moving in. Track the storm on interactive radar: 7News https://t.co/Wc426oDZnU,971467838044229632,,"Boston, MA",,2018-03-07 19:29:16,Boston_CP,70291924
1730,"Due to the impending storm, Food Trivia Night is CANCELED this evening. However, as of now the #BostonPublicMarket… https://t.co/opENIPTvh3",971467544648454144,,"Boston, MA",,2018-03-07 19:28:06,BosPublicMarket,43404666
1732,this snow storm can frig off,971467395020869632,,ask a punk,,2018-03-07 19:27:30,carrotcake1996,3058184994
